symbol
CYLD
CYP11B1
CYP1B1
CYP21A2
CYP27A1
D2HGDH
DAG1
DAO
DARS2
DBH
DBT
DCAF17
DCAF8
DCC
DCDC2
DCLRE1C
DCTN1
DCX
DDB2
DDC
DDHD2
DDOST
DDR2
DDX3X
DEAF1
DECR1
DEGS1
DEPDC5
DES
DGAT2
DHCR24
DHCR7
DHDDS
DHFR
DHTKD1
DIABLO
DIAPH1
DIAPH3
DICER1
DIP2B
DIS3L2
DKC1
DLAT
DLD
DLG3
DLGAP2
DLX5
DMD
DMGDH
DMPK
DMXL2
DNAAF6
DNAI1
DNAJB2
DNAJB6
DNAJC5
DNM1
DNM1L
DNM2
DNMT1
DNMT3A
DOCK4
DOK7
DOLK
DPAGT1
DPM1
DPM2
DPM3
DPP10
DPP6
DPYD
DSC2
DSG2
DSP
DSPP
DST
DTD1
DTNA
DTNBP1
DVL3
DYM
DYNC1H1
DYRK1A
DYSF
EARS2
EBP
ECE1
ECEL1
ECHS1
EDN3
EDNRA
EDNRB
EEF1A2
EFEMP2
EFHC1
EFNB1
EFNB2
EGFR
EGR2
EHMT1
EIF2B1
EIF2B2
EIF2B3
EIF2B4
EIF2B5
ELAC2
ELANE
ELMOD3
ELN
ELOVL4
ELP1
EMD
EMILIN1
EN2
ENG
ENPP1
ENTPD1
EP300
EPCAM
EPHX1
EPM2A
EPS8
EPS8L2
ERCC2
ERCC3
ERCC4
ERCC5
ERCC6
ERCC8
ERLIN2
ESCO2
ESPN
ESRP1
ESRRB
ETFA
ETFB
ETFDH
ETHE1
ETV6
EVC
EVC2
EXO1
EXOSC3
EXT1
EXT2
EXTL3
EYA1
EYA4
F10
F11
F12
F13A1
F13B
F2
F5
F7
F8
F9
FAAH2
FABP5
FABP7
FAH
FAM126A
FAN1
FANCA
FANCB
FANCC
FANCD2
FANCE
FANCF
FANCG
FANCI
FANCL
FANCM
FAR1
FARS2
FAT2
FBLN5
FBN1
FBN2
FBXL4
FBXO11
FBXO38
FBXO40
FDFT1
FERMT3
FGA
FGB
FGD1
FGD4
FGF14
FGF3
FGF8
FGFR1
FGFR2
FGFR3
FGG
FH
FHL1
FIG4
FKBP10
FKBPL
FKRP
FKTN
FLAD1
FLCN
FLI1
FLNA
FLNC
FLVCR1
FMN2
FMR1
FOLR1
FOXC1
FOXE3
FOXG1
FOXH1
FOXI1
FOXP1
FOXP2
FOXRED1
FRMPD4
FSIP2
FTCD
FTO
FTSJ1
FUCA1
FXN
FYB1
G6PC
G6PC3
G6PD
GAA
GABRA1
GABRA3
GABRA5
GABRB3
GABRG1
GABRG2
GABRG3
GALC
GALE
GALK1
GALNT12
GALT
GAMT
GAN
GANAB
GARS1
GATA1
GATA2
GATA3
GATA4
GATA5
GATA6
GATAD1
GATAD2B
GATM
GBA
GBE1
GCDH
GCH1
GCK
GCSH
GDAP1
GDI1
GEN1
GFAP
GFI1B
GFM1
GFM2
GGCX
GHR
GIPC3
GJA1
GJB1
GJB2
GJB3
GJB6
GK
GLA
GLB1
GLDC
GLI1
GLI2
GLI3
GLRA1
GLRA2
GLUD1
GLUL
GLYCTK
GM2A
GMPPA
GMPPB
GNA14
GNAO1
GNAS
GNB4
GNE
GNMT
GNPAT
GNPTAB
GNPTG
GNS
GOSR2
GP1BA
GP1BB
GP6
GP9
GPC3
GPD1L
GPKOW
GPR68
GPSM2
GRAP
GREB1L
GREM1
GRHL2
GRHPR
GRIA2
GRIA3
GRIK2
GRIN1
GRIN2A
GRIN2B
GRIN2D
GRM1
GRN
GRPR
GRXCR1
GRXCR2
GSDME
GSPT2
GSS
GSTZ1
GTF2E2
GTPBP3
GUCA1B
GUSB
GYS2
HACD1
HADH
HADHA
HADHB
HARS1
HARS2
HAX1
HBA1
HBA2
HBB
HCCS
HCFC1
HCN1
HCN4
HDAC4
HDAC8
HEPACAM
HEXA
HEXB
HFE
HGD
HGF
HGSNAT
HIBCH
HINT1
HIVEP2
HK1
HLCS
HMGCL
HMGCS2
HNF1A
HNF1B
HNF4A
HNRNPDL
HNRNPH2
HNRNPK
HNRNPU
HOGA1
HOMER2
HOXA1
HOXA11
HOXB1
HOXB13
HOXD10
HPD
HPRT1
HPS1
HPS3
HPS4
HPS5
HPS6
HRAS
HRG
HSD17B10
HSD17B4
HSPB1
HSPB3
HSPB8
HSPD1
HSPG2
HTT
HUWE1
HYAL1
HYLS1
IARS1
IARS2
IDS
IDUA
IFT122
IGBP1
IGF1
IGF1R
IGHMBP2
IKBKG
IL1RAPL1
IL2RG
ILDR1
ILK
IMMP2L
INF2
INPP5E
INS
INSR
IQSEC2
IRF6
IRF8
IRX4
IRX5
ITGA2B
ITGA7
ITGB3
ITK
IVD
JAG1
JPH2
JUP
KARS1
KAT6A
KAT6B
KATNAL2
KATNB1
KBTBD13
KCNA2
KCNB1
KCNC1
KCND3
KCNE1
KCNE2
KCNE3
KCNE5
KCNH2
KCNJ10
KCNJ11
KCNJ2
KCNJ5
KCNJ8
KCNK16
KCNK9
KCNMA1
KCNQ1
KCNQ2
KCNQ3
KCNQ4
KCNT1
KCTD13
KCTD7
KDM5C
KDM6A
KDSR
KIF11
KIF1A
KIF1B
KIF21A
KIF2A
KIF5A
KIF5C
KIF7
KIRREL3
KIT
KITLG
KLF10
KLF11
KLF8
KLHL24
KLHL3
KLHL40
KLHL41
KLHL7
KLKB1
KMT2A
KMT2C
KMT2D
KMT2E
KMT5B
KNG1
KPTN
KRAS
L1CAM
L2HGDH
LAMA2
LAMA3
LAMA4
LAMB1
LAMB3
LAMC2
LAMC3
LAMP2
LARGE1
LARS2
LAS1L
LBR
LCT
LDB3
LDLR
LDLRAD4
LDLRAP1
LGI1
LHFPL5
LHX3
LIAS
LIFR
LIG1
LIG4
LIMS2
LINS1
LIPA
LIPT1
LIPT2
LITAF
LMAN1
LMBRD1
LMNA
LMNB2
LMOD3
LMX1B
LOX
LOXHD1
LOXL3
LPIN1
LRP2
LRP5
LRPAP1
LRPPRC
LRRC10
LRSAM1
LRTOMT
LYST
LZTR1
MAGEL2
MAGI2
MAGT1
MAN1B1
MAN2B1
MANBA
MAOA
MAP2K1
MAP2K2
MAP3K20
MAP3K7
MAPK8IP3
MAPKBP1
MAPT
MARS1
MARVELD2
MASP1
MAT1A
MAT2A
MBD1
MBD3
MBD4
MBD5
MBTPS2
MCCC1
MCCC2
MCEE
MCFD2
MCM2
MCM3AP
MCOLN1
MCPH1
MDGA2
MECOM
MECP2
MECR
MED12
MED13
MED17
MED23
MED25
MEF2C
MEF2C-AS1
MEFV
MEGF10
MEN1
MESP2
MET
METTL23
MFAP5
MFF
MFN2
MFSD8
MGAT2
MIB1
MID1
MIR183
MIR96
MITF
MKKS
MKS1
MLC1
MLH1
MLH3
MLYCD
MMAA
MMAB
MMACHC
MMADHC
MME
MMUT
MOCS1
MOCS2
MOGS
MORC2
MPDU1
MPI
MPIG6B
MPL
MPZ
MPZL2
MRAP
MRAS
MRE11
MSH2
MSH3 (AD)
MSH3 (AR)
MSH6
MSRB3
MT-ATP6
MT-CO3
MT-ND1
MT-ND2
MT-ND3
MT-ND4
MT-ND5
MT-ND6
MT-RNR1
MT-TI
MT-TK
MT-TL1
MT-TL2
MT-TS1
MT-TV
MT-TW
MTAP
MTFMT
MTHFR
MTM1
MTMR2
MTOR
MTR
MTRR
MTTP
MUSK
MUTYH
MYBPC3
MYCN
MYF5
MYH11
MYH14
MYH2
MYH3
MYH6
MYH7
MYH9
MYL1
MYL2
MYL3
MYLK
MYLK2
MYMK
MYO15A
MYO18B
MYO1A
MYO1C
MYO1F
MYO3A
MYO5A
MYO6
MYO7A
MYO9A
MYOC
MYOM1
MYOT
MYOZ2
MYPN
NAA10
NADK2
NAGA
NAGLU
NAGS
NARS2
NBEA
NBEAL2
NBN
NDE1
NDP
NDRG1
NDST1
NDUFA1
NDUFA10
NDUFA12
NDUFA2
NDUFA4
NDUFA9
NDUFAF2
NDUFAF4
NDUFAF5
NDUFAF6
NDUFS1
NDUFS2
NDUFS3
NDUFS4
NDUFS6
NDUFS7
NDUFS8
NDUFV1
NDUFV2
NEB
NEBL
NEDD4L
NEFH
NEFL
NEGR1
NEU1
NEUROD1
NEXMIF
NEXN
NF1
NF2
NFIB
NFIX
NFKBIZ
NGF
NGLY1
NHEJ1
NHLRC1
NHP2
NHS
NIPBL
NKX2-1
NKX2-2
NKX6-2
NLGN1
NLGN3
NLGN4X
NLRC4
NLRP12
NLRP3
NOD2
NOS1AP
NOTCH1
NOTCH2
NPC1
NPC2
NPHP1
NPHP3
NPHS1
NPHS2
NPPA
NR0B1
NR1I3
NR2F1
NR3C2
NRAS
NRXN1
NRXN2
NSD1
NSDHL
NSUN2
NTHL1
NTNG1
NTRK1
NUBPL
NUP133
NUP160
NUP37
NUP62
NUP85
OAT
OBSCN
OCA2
OCRL
OFD1
OGT
OPA1
OPA3
OPHN1
ORAI1
ORC1
OSBPL2
OTC
OTOA
OTOF
OTOG
OTOGL
OTOR
OXCT1
OXTR
P2RX2
P2RY12
PACS1
PAFAH1B1
PAH
PAK3
PALB2
PANK2
PAX3
PAX4
PAX6
PAX7
PBX1
PC
PCBD1
PCCA
PCCB
PCDH10
PCDH15
PCDH19
PCDH9
PCGF2
PCNT
PCSK9
PDE10A
PDE4D
PDE8B
PDGFRA
PDHA1
PDHB
PDHX
PDK3
PDLIM3
PDP1
PDSS1
PDSS2
PDX1
PDZD4
PDZD7
PET100
PET117
PEX1
PEX10
PEX11A
PEX11B
PEX12
PEX13
PEX14
PEX16
PEX19
PEX2
PEX26
PEX3
PEX5
PEX6
PEX7
PGAP1
PGK1
PGM1
PHEX
PHF6
PHF8
PHGDH
PHKA2
PHKG2
PHOX2B
PHYH
PIEZO2
PIGA
PIGL
PIGM
PIGN
PIGO
PIGS
PIGU
PIGV
PIK3CA
PIK3R1
PIK3R2
PIP5K1B
PITX2
PJVK
PKD1
PKD1L1
PKD2
PKHD1
PKP2
PLA2G4A
PLA2G6
PLAA
PLAT
PLAU
PLCB1
PLCB4
PLEC
PLEKHG5
PLEKHM2
PLG
PLN
PLOD1
PLOD3
PLP1
PMM2
PMP2
PMP22
PMS1
PMS2
PNKP
PNPLA6
PNPO
PNPT1
PODXL
POGLUT1
POGZ
POLD1
POLE
POLG
POLH
POLR1C
POLR1D
POLR2A
POLR3B
POMGNT1
POMGNT2
POMT1
POMT2
PON3
PORCN
POU1F1
POU3F4
POU4F3
PPOX
PPP1CB
PPP1R3F
PPT1
PQBP1
PRDM12
PRDM16
PRDM6
PREPL
PRG4
PRICKLE1
PRKAG2
PRKAR1A
PRKCB
PRKG1
PRNP
PROC
PRODH
PRODH2
PROK2
PROKR2
PROP1
PROS1
PRPF3
PRPS1
PRRT2
PRRX1
PRSS1
PRSS12
PRX
PSAT1
PSD3
PSEN1
PSEN2
PSMD12
PSPH
PTCD3
PTCH1
PTCH2
PTCHD1
PTEN
PTPN11
PTPRJ
PTPRQ
PTS
PUM1
PURA
PYCR1
PYGL
PYROXD1
QARS1
QDPR
RAB18
RAB27A
RAB28
RAB39B
RAB3GAP1
RAB3GAP2
RAB40AL
RAB7A
RAC1
RAD21
RAD50
RAD51C
RAD51D
RAF1
RAI1
RANBP2
RANGRF
RAPSN
RASA1
RASA2
RASGRP2
RB1
RBBP8
RBFOX1
RBM10
RBM20
RBM8A
RBP3
RDX
RECQL
RECQL4
REEP1
RELN
RERE
REST
RET
RETREG1
RFT1
RFX6
RHBDF2
RHOBTB2
RIMS3
RINT1
RIPOR2
RIT1
RMRP
RNF43
RNU4ATAC
ROBO2
ROBO3
ROGDI
ROR1
RP1
RPE65
RPGR
RPGRIP1L
RPL10
RPS10
RPS20
RPS24
RPS6KA3
RRAS
RRAS2
RS1
RTEL1
RUNX1
RUNX2
RYR1
RYR2
RYR3
S1PR2
SACS
SALL1
SALL4
SAMD9L
SAMHD1
SARDH
SATB2
SBDS
SBF1
SBF2
SCARB2
SCN10A
SCN11A
SCN1A
SCN1B
SCN2A
SCN2B
SCN3A
SCN3B
SCN4A
SCN4B
SCN5A
SCN7A
SCN8A
SCN9A
SCO2
SCP2
SDCCAG8
SDHA
SDHAF1
SDHAF2
SDHB
SDHC
SDHD
SELENON
SEMA3E
SEMA4A
SEPTIN9
SERAC1
SERPINA1
SERPINB6
SERPINB8
SERPINC1
SERPIND1
SERPINE1
SERPINF2
SETBP1
SETD2
SETD5
SETX
SGCA
SGCB
SGCD
SGCG
SGSH
SH3KBP1
SH3TC2
SHANK2
SHANK3
SHOC2
SHROOM4
SIGMAR1
SIK1
SIK3
SIL1
SIX1
SIX5
SKI
SLC12A1
SLC12A5
SLC12A6
SLC13A3
SLC13A5
SLC16A2
SLC17A5
SLC17A8
SLC19A2
SLC19A3
SLC1A1
SLC20A2
SLC22A1
SLC22A5
SLC25A1
SLC25A12
SLC25A13
SLC25A15
SLC25A19
SLC25A20
SLC25A22
SLC25A46
SLC26A1
SLC26A2
SLC26A4
SLC26A5
SLC29A3
SLC2A1
SLC2A10
SLC2A2
SLC33A1
SLC35A1
SLC35A2
SLC35A3
SLC35C1
SLC36A2
SLC37A4
SLC39A8
SLC3A1
SLC44A4
SLC46A1
SLC4A11
SLC4A4
SLC52A1
SLC52A2
SLC52A3
SLC5A1
SLC5A2
SLC5A5
SLC5A7
SLC6A1
SLC6A17
SLC6A19
SLC6A3
SLC6A4
SLC6A8
SLC7A7
SLC7A9
SLC9A6
SLC9A9
SLFN14
SLITRK6
SLMAP
SLX4
SMAD2
SMAD3
SMAD4
SMAD6
SMARCA1
SMARCA2
SMARCA4
SMARCAL1
SMARCB1
SMARCE1
SMC1A
SMC3
SMCHD1
SMG6
SMG7
SMG9
SMN1
SMPD1
SMPX
SMS
SNAI2
SNAP25
SNIP1
SNRPN
SNTA1
SOBP
SOD1
SON
SOS1
SOS2
SOST
SOX10
SOX11
SOX2
SOX3
SOX5
SOX9
SPARC
SPAST
SPECC1L
SPEG
SPG11
SPINK5
SPR
SPRED1
SPTAN1
SPTBN4
SPTLC1
SPTLC2
SRC
SRD5A3
SRPX2
SSR4
ST3GAL3
ST7
STAC3
STAG2
STAR
STAT1
STAT5B
STIL
STIM1
STK11
STK3
STRA6
STRC
STT3A
STT3B
STX11
STX1B
STXBP1
STXBP2
SUCLA2
SUCLG1
SUFU
SULT2B1
SUMF1
SUOX
SURF1
SYN1
SYNE1
SYNE4
SYNGAP1
SYP
SYT1
SYT14
SYT2
SZT2
TACO1
TAF1
TAF2
TANC2
TANGO2
TARDBP
TAT
TAZ
TBC1D23
TBC1D24
TBC1D32
TBCE
TBCK
TBL1X
TBL1XR1
TBR1
TBX1
TBX20
TBX4
TBX5
TBXA2R
TBXAS1
TCAP
TCF20
TCF4
TCIRG1
TCOF1
TCTN2
TDP1
TECR
TECTA
TECTB
TERT
TFAP2A
TFCP2
TFG
TGFB2
TGFB3
TGFBR1
TGFBR2
TGIF1
TGM1
TH
THBD
THPO
THRB
TIMM8A
TINF2
TJP1
TJP2
TLR2
TLR4
TLR5
TMC1
TMCO1
TMEM126B
TMEM132E
TMEM165
TMEM199
TMEM216
TMEM231
TMEM237
TMEM260
TMEM43
TMEM67
TMEM70
TMIE
TMLHE
TMPO
TMPRSS3
TMTC2
TNC
TNFRSF11A
TNFRSF13B
TNFRSF1A
TNIK
TNNC1
TNNC2
TNNI3
TNNI3K
TNNT1
TNNT2
TNNT3
TNPO3
TNXB
TOGARAM2
TOR1A
TOR1AIP1
TP53
TP63
TPH2
TPK1
TPM1
TPM2
TPM3
TPP1
TPRN
TRAPPC11
TRAPPC12
TRAPPC9
TRDN
TREX1
TRHR
TRIM2
TRIM32
TRIM63
TRIO
TRIOBP
TRMT10C
TRMU
TRPM4
TRPV4
TRRAP
TSC1
TSC2
TSFM
TSHR
TSHZ1
TSPAN7
TSPEAR
TSR2
TTC19
TTC37
TTC8
TTI2
TTN
TTPA
TTR
TUBA1A
TUBA8
TUBB1
TUBB2A
TUBB2B
TUBB3
TUBB4B
TUBG1
TUSC3
TWIST1
TWNK
TXNRD2
TYMP
TYR
UBA1
UBE2A
UBE3A
UBE3B
UBE3C
UBR1
UBTF
UGT1A1
UNC13A
UNC80
UPB1
UPF3B
UQCRQ
UROC1
USH1C
USH1G
USH2A
USP7
USP9X
USP9Y
VAPB
VCAN
VCL
VCP
VDR
VHL
VIPAS39
VKORC1
VLDLR
VPS13B
VPS13C
VPS33B
VPS8
VRK1
VWF
WARS1
WAS
WASHC5
WBP2
WDR13
WDR26
WDR35
WDR45
WDR62
WDR81
WFS1
WHRN
WNK1
WNK3
WNT10A
WNT5A
WRAP53
WRN
WT1
XIST
XPA
XPC
XPNPEP3
XRCC2
XRCC4
YARS1
ZBTB16
ZBTB20
ZBTB24
ZC4H2
ZCCHC12
ZDHHC15
ZDHHC9
ZEB2
ZFHX4
ZFP57
ZFYVE26
ZIC2
ZMPSTE24
ZMYND11
ZNF292
ZNF41
ZNF462
ZNF469
ZNF507
ZNF674
ZNF687
ZNF711
ZNF804A
ZNF81
ZNHIT6
